ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
R-HSA:3214815	REACTOME_Pathways_25.05.2022	HDACs deacetylate histones	[-1]	[Group13]	5	5.319149	0.008982205801664922	0.5030035248932356	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, KDM1A]	[ARID4A, ARID4B, BRMS1, CHD3, CHD4, GATAD2A, GATAD2B, GPS2, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC10, HDAC2, HDAC3, HDAC8, HMG20B, KDM1A, MBD3, MTA1, MTA2, MTA3, NCOR1, NCOR2, PHF21A, RBBP4, RBBP7, RCOR1, REST, SAP18, SAP30, SAP30L, SUDS3, TBL1X, TBL1XR1]	FALSE
R-HSA:3214841	REACTOME_Pathways_25.05.2022	PKMTs methylate histone lysines	[-1]	[Group13]	4	5.633803	0.015668739820297685	0.6110808529916097	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[AEBP2, ASH1L, ASH2L, ATF7IP, DOT1L, DPY30, EED, EHMT1, EHMT2, EZH2, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, KMT5A, KMT5B, KMT5C, MECOM, NFKB1, NFKB2, NSD1, NSD2, NSD3, PRDM16, PRDM9, RBBP4, RBBP5, RBBP7, RELA, SETD1A, SETD1B, SETD2, SETD3, SETD6, SETD7, SETDB1, SETDB2, SMYD2, SMYD3, SUV39H1, SUV39H2, SUZ12, WDR5]	FALSE
R-HSA:3214842	REACTOME_Pathways_25.05.2022	HDMs demethylate histones	[-1]	[Group13]	5	10.0	5.580685650224795E-4	0.061387542152472746	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, KDM1A]	[ARID5B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JMJD6, KDM1A, KDM1B, KDM2A, KDM2B, KDM3A, KDM3B, KDM4A, KDM4B, KDM4C, KDM4D, KDM5A, KDM5B, KDM5C, KDM5D, KDM6A, KDM6B, KDM7A, PHF2, PHF8, RIOX2, UTY]	FALSE
R-HSA:3214858	REACTOME_Pathways_25.05.2022	RMTs methylate histone arginines	[-1]	[Group13]	4	5.063291	0.022308310145206168	0.5577077536301542	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACTL6A, ACTL6B, ARID1A, ARID1B, ARID2, CARM1, CCND1, CDK4, COPRS, DNMT3A, H2AB1, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AW, H2AX, H2AZ1, H2AZ2, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, JAK2, PBRM1, PRMT1, PRMT3, PRMT5, PRMT6, PRMT7, RBBP7, RPS2, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, WDR5, WDR77]	FALSE
R-HSA:3222593	REACTOME_Reactions_25.05.2022	KDM6B demethylates H3K27me3 on p16INK4A promoter	[-1]	[Group13]	4	6.557377	0.009335141694197897	0.5134327931808843	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KDM6B, LOC102724334]	FALSE
R-HSA:3223200	REACTOME_Reactions_25.05.2022	Demethylation of H3K27Me3 by KDM6B stimulates p16INK4A transcription, while binding of PRC1.4 complex to H3K27Me3 represses p16INK4A transcription	[-1]	[Group13]	4	5.479452	0.017192885355872413	0.5845581020996621	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[BMI1, CBX2, CBX4, CBX6, CBX8, COMMD3-BMI1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KDM6B, LOC102724334, PHC1, PHC2, PHC3, RING1, RNF2, SCMH1]	FALSE
R-HSA:3229089	REACTOME_Reactions_25.05.2022	PRC1.4 complex binds H3K27Me3 nucleosomes on CDKN2A promoter	[-1]	[Group13]	4	5.5555553	0.016419701484041652	0.5911092534254995	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[BMI1, CBX2, CBX4, CBX6, CBX8, COMMD3-BMI1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, PHC1, PHC2, PHC3, RING1, RNF2, SCMH1]	FALSE
R-HSA:3229102	REACTOME_Reactions_25.05.2022	p-MAPKAPK3 phosphorylates BMI1	[-1]	[Group13]	4	5.3333335	0.018806642789158376	0.5641992836747513	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[BMI1, CBX2, CBX4, CBX6, CBX8, COMMD3-BMI1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, MAPK11, MAPK14, MAPKAPK3, PHC1, PHC2, PHC3, RING1, RNF2, SCMH1]	FALSE
R-HSA:3240295	REACTOME_Reactions_25.05.2022	PRC2-EZH2 trimethylates nucleosomes associated with CDKN2A promoter	[-1]	[Group13]	4	6.1538463	0.011618341827734758	0.5809170913867379	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[EED, EZH2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, RBBP4, RBBP7, SUZ12]	FALSE
R-HSA:3301345	REACTOME_Reactions_25.05.2022	Elongator complex acetylates replicative histone H3, H4	[-1]	[Group13]	4	12.121212	9.810754111834656E-4	0.10399399358544735	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ELP1, ELP2, ELP3, ELP4, ELP5, ELP6, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:3318415	REACTOME_Reactions_25.05.2022	ATF2 acetylates histone H2B, H4	[-1]	[Group13]	4	12.121212	9.810754111834656E-4	0.10399399358544735	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATF2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:3321805	REACTOME_Reactions_25.05.2022	NSL acetylates histone H4	[-1]	[Group13]	4	17.391304	2.3591290345614907E-4	0.028545461318194038	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HCFC1, KANSL1, KANSL2, KANSL3, KAT8, MCRS1, OGT, PHF20, WDR5]	FALSE
R-HSA:3321883	REACTOME_Reactions_25.05.2022	MSL acetylates histone H4	[-1]	[Group13]	4	22.222221	8.59513268019715E-5	0.010657964523444466	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT8, MSL1, MSL2, MSL3]	FALSE
R-HSA:3321975	REACTOME_Reactions_25.05.2022	NuA4 complex acetylates histone H2A, HIST1H4	[-1]	[Group13]	5	10.416667	4.60944647225965E-4	0.052086745136534045	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, RUVBL1]	[ACTB, ACTL6A, BRD8, DMAP1, EP400, EPC1, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, ING3, KAT5, MEAF6, MORF4L1, MORF4L2, MRGBP, RUVBL1, RUVBL2, TRRAP, VPS72, YEATS4]	FALSE
R-HSA:3364026	REACTOME_Reactions_25.05.2022	SET1 complex trimethylates H3K4 at the MYC gene	[-1]	[Group13]	4	5.4054055	0.017988474294063583	0.5756311774100347	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ASH2L, BCL9, BCL9L, CTNNB1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KMT2D, LEF1, LOC102724334, MEN1, PYGO1, PYGO2, RBBP5, TCF7, TCF7L1, TCF7L2]	FALSE
R-HSA:3451147	REACTOME_Reactions_25.05.2022	KAT5 HAT complex acetylates TCF4 gene at histone H4	[-1]	[Group13]	5	9.259259	7.974985266432787E-4	0.08612984087747409	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, RUVBL1]	[CTNNB1, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LEF1, LOC102724334, RUVBL1, TCF7, TCF7L1, TCF7L2, TRRAP]	FALSE
R-HSA:3662318	REACTOME_Reactions_25.05.2022	Type B histone acetlytransferase complex acetylates histone H4	[-1]	[Group13]	4	25.0	5.2215876808302674E-5	0.006579200477846137	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HAT1, RBBP7]	FALSE
R-HSA:3662335	REACTOME_Reactions_25.05.2022	EP300 acetylates histone H2A, H2B, H3, H4	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[EP300, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:3697008	REACTOME_Reactions_25.05.2022	CREBBP acetylates histone H2B, H3, H4	[-1]	[Group13]	4	8.695652	0.003413485401992765	0.27649231756141396	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CREBBP, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:3697920	REACTOME_Reactions_25.05.2022	CLOCK acetylates lysine-10 of histone H3, H4	[-1]	[Group13]	4	14.285714	5.17446368133087E-4	0.05743654686277266	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[CLOCK, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
R-HSA:3769402	REACTOME_Pathways_25.05.2022	Deactivation of the beta-catenin transactivating complex	[-1]	[Group11]	3	7.142857	0.01908723430992009	0.5535297949876826	{Group11=7.434663379513385E-6}	{Group11=8.921596055416062E-5}	[BTRC, CTBP1, SOX6]	[AKT1, AKT2, APC, ASH2L, BCL9, BCL9L, BTRC, CBY1, CHD8, CTBP1, CTNNB1, CTNNBIP1, HDAC1, KMT2D, LEF1, MEN1, PYGO1, PYGO2, RBBP5, RPS27A, SOX13, SOX17, SOX2, SOX3, SOX4, SOX6, SOX7, SOX9, SRY, TCF7, TCF7L1, TCF7L2, TLE1, TLE2, TLE3, TLE4, UBA52, UBB, UBC, XIAP, XPO1, YWHAZ]	FALSE
R-HSA:3769447	REACTOME_Reactions_25.05.2022	HDAC1:2-containing complex deacetylate histones	[-1]	[Group13]	5	5.8139534	0.006211006558367749	0.42234844596900695	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8, KDM1A]	[ARID4A, ARID4B, BRMS1, CHD3, CHD4, GATAD2A, GATAD2B, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC1, HDAC2, HMG20B, KDM1A, MBD3, MTA1, MTA2, MTA3, PHF21A, RBBP4, RBBP7, RCOR1, REST, SAP18, SAP30, SAP30L, SUDS3]	FALSE
R-HSA:3777129	REACTOME_Reactions_25.05.2022	HDAC3 containing complexes deacetylate histone	[-1]	[Group13]	4	5.882353	0.01354723391948141	0.596078292457182	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[GPS2, H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC3, NCOR1, NCOR2, TBL1X, TBL1XR1]	FALSE
R-HSA:3782637	REACTOME_Reactions_25.05.2022	HDAC8 deacetylates histones	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC8]	FALSE
R-HSA:3782655	REACTOME_Reactions_25.05.2022	HDAC10 deacetylates histone	[-1]	[Group13]	4	6.3492064	0.010436343391080958	0.5426898563362098	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[H2AC1, H2AC11, H2AC12, H2AC13, H2AC14, H2AC15, H2AC16, H2AC17, H2AC18, H2AC19, H2AC20, H2AC21, H2AC4, H2AC6, H2AC7, H2AC8, H2AW, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HDAC10]	FALSE
R-HSA:3785711	REACTOME_Reactions_25.05.2022	Telomere shortening during replicative exhaustion	[-1]	[Group13]	4	7.6923075	0.005318789692517489	0.3882716475537767	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ACD, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, POT1, TERF1, TERF2, TERF2IP, TINF2]	FALSE
R-HSA:3788745	REACTOME_Reactions_25.05.2022	EHMT1:EHMT2 methylates IL8 promoter	[-1]	[Group13]	4	6.451613	0.0098757747963877	0.5332918390049357	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[EHMT1, EHMT2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334]	FALSE
R-HSA:3788748	REACTOME_Reactions_25.05.2022	EHMT1:EHMT2 methylates IL6 promoter	[-1]	[Group13]	4	6.451613	0.0098757747963877	0.5332918390049357	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[EHMT1, EHMT2, H2AB1, H2AC14, H2AC18, H2AC19, H2AC20, H2AC4, H2AC6, H2AC7, H2AC8, H2AJ, H2AX, H2AZ1, H2AZ2, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-3A, H3-3B, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334]	FALSE
R-HSA:3899300	REACTOME_Pathways_25.05.2022	SUMOylation of transcription cofactors	[-1]	[Group02]	3	6.6666665	0.022911005194959814	0.5498641246790356	{Group02=0.022911005194959814}	{Group02=0.1374660311697589}	[CTBP1, ING2, NPM1]	[BMI1, CASP8AP2, CBX2, CBX4, CBX8, COMMD3-BMI1, CREBBP, CTBP1, DAXX, DDX17, DDX5, EP300, HIPK2, ING2, MBD1, MRTFA, NCOA1, NCOA2, NCOR2, NPM1, NRIP1, PARK7, PCGF2, PHC1, PHC2, PHC3, PIAS1, PIAS2, PIAS3, PIAS4, PPARGC1A, RING1, RNF2, SAFB, SCMH1, SIN3A, SUMO1, SUMO2, SUMO3, TOPORS, TRIM28, UBE2I, UHRF2, ZNF131, ZNF350]	TRUE
R-HSA:421270	REACTOME_Pathways_25.05.2022	Cell-cell junction organization	[-1]	[Group03]	3	4.6875	0.05594596380759212	0.16783789142277636	{Group03=0.05594596380759212}	{Group03=0.05594596380759212}	[CDH7, JUP, PARD3]	[ACTB, ACTG1, AFDN, ANG, CADM1, CADM2, CADM3, CDH1, CDH10, CDH11, CDH12, CDH13, CDH15, CDH17, CDH18, CDH2, CDH24, CDH3, CDH4, CDH5, CDH6, CDH7, CDH8, CDH9, CLDN1, CLDN10, CLDN11, CLDN12, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, CRB3, CTNNA1, CTNNB1, CTNND1, F11R, JUP, NECTIN1, NECTIN2, NECTIN3, NECTIN4, PALS1, PARD3, PARD6A, PARD6B, PARD6G, PRKCI, PVR, SDK1, SDK2]	TRUE
