Gene ID	HD1	HD2	HD3	HD4	HD5	HD6	1442 ETV6	1874 ETV6	3399 Phlike	3701 ETV6	4353 phlike	4370 ETV6	4395 ETV6	4894 Phlike	BALL10 ETV6
PRKAR2A	-0.363189589	-0.022211657	-1.067390203	-0.540570183	-0.441047359	-0.576434527	1.018619296	-0.557285171	-0.481826394	-0.658478811	2.774836182	-0.679240559	0.826429956	-0.231141821	0.998930839
SNORD3B-1	-0.500286896	-0.767571427	0.05383266	-0.651080313	-0.653571377	-1.402034027	1.345697664	-0.640743991	1.421438417	-0.313060151	-0.373300875	1.247651812	1.528302325	-1.128873336	0.833599516
SNORD3C	-0.608536132	-0.666623501	0.0675672	-0.689460026	-0.702507365	-1.387416052	1.319498632	-0.65415734	1.441798259	-0.31559503	-0.372259516	1.245796069	1.543560522	-1.070474382	0.848808663
SH3TC2-DT	-0.519027959	-1.430543022	-0.576260486	-0.545380261	-1.156013528	-0.832612811	1.817502915	-0.29991429	0.988948645	-0.336247953	0.486231144	0.608303149	1.96803724	-0.238316355	0.065293573
LOC105374776	-0.11956834	-0.961593592	-0.417496957	-0.534223888	-0.542046208	-0.570602584	2.86230049	-0.796581948	0.484868724	0.914488467	-0.703298518	-0.067664655	1.113663743	-0.580630772	-0.081613962
NBPF26	-0.478687761	-1.544485998	0.294022398	-0.839977543	-0.697160679	-0.854923747	1.636187509	0.332124062	1.106361245	0.209259911	0.603300638	-0.790552516	1.968083288	-0.554842424	-0.388708385
ZNF782	-0.65592785	-0.782523321	-1.047862483	-0.849227862	-0.680686	-0.775890091	2.403334668	-0.187315886	0.795821118	-0.521310817	-0.292483681	0.554716954	1.535716365	-0.237140623	0.740779507
LIN7A	-0.692372005	-0.708509737	-1.087490509	-0.868581204	-0.714945224	-0.764208058	2.092703632	-0.517768412	0.521470343	-0.48091018	-0.23633634	0.750839044	1.947199854	0.118174676	0.640734121
SNORD3B-2	-0.619678296	-0.669831325	0.071242151	-0.636296168	-0.576993872	-1.381168416	1.343464536	-0.626995086	1.40752422	-0.341901855	-0.360396617	1.270939371	1.524870231	-1.21936105	0.814582176
TRA2B	-0.44776967	-1.221269854	0.215723775	-0.835476011	-0.600028366	-1.155822039	0.775235282	-0.339139761	0.559320321	0.219329302	0.716074129	2.375397133	-1.400144605	0.453771558	0.684798806
PYY	-1.01216248	-1.155114419	-0.132070874	-1.799087947	-0.113286484	-0.18451729	2.24037312	0.423513011	0.167930008	-0.269823146	-0.750041355	0.083110916	1.33908723	0.544255904	0.617833808
LOC105377273	0.157878756	-1.989876646	-0.761835842	-0.669660572	-0.632083088	-0.569691815	2.052575744	0.55474398	0.272470402	-0.132839837	0.015665435	0.779987186	1.604350896	-0.683580928	0.001896329
SOX6	-0.537045162	-0.736133724	0.029261952	-0.620008226	-0.220596463	-0.730403008	1.178424279	-0.442557856	1.732548709	-0.395322542	-0.692843013	2.307311544	-0.972816466	-0.543466138	0.643646114
QSER1	-0.068361253	-0.752912365	-0.122749369	-1.547628426	-0.600067184	-0.355088026	1.342594391	0.409140284	0.505315443	-0.679187868	2.518595817	0.248648708	0.580889517	-0.806229509	-0.67296016
LCK	-1.133172077	-1.236420488	-0.00047659	-0.468497307	-0.905101932	-1.216833986	1.940519437	0.389554147	0.729955114	-0.561244097	0.002488626	0.839902755	1.714274455	-0.403785819	0.308837761
LRP3	-1.414429471	-0.654707653	-0.004514235	-0.596540122	-0.970935627	-0.370264952	-0.084336436	-0.525228829	1.18650947	1.140301683	0.107259243	1.71519773	-1.447829123	0.604729817	1.314788505
LINC00836	-0.963420289	-1.035785106	-0.357113896	-1.212720363	-0.052671692	-0.452176322	1.688036593	-0.884843217	-0.642906554	0.041608729	0.67610241	0.882529211	1.855081072	-0.596611024	1.054890448
LOC101928437	-0.452995964	-0.915227406	-0.775536768	-0.541699307	-1.049635052	-0.962446821	2.437105191	0.00695398	0.371048648	-0.225743805	-0.057133773	0.079362778	1.850032019	-0.354293667	0.590209947
SNORD3A	-0.694313771	-0.769257035	0.179282196	-0.549709827	-0.662696375	-1.395427625	1.357478708	-0.640759337	1.430937505	-0.19516814	-0.389431121	1.206844592	1.539556362	-1.157620531	0.740284398
PRDM6	-0.584140825	-0.412963123	-1.588811561	-0.181470908	-0.199801533	-0.917735506	2.2844976	-0.710347224	0.972763462	-0.351775788	-0.756132661	0.821669347	1.236088132	-0.256011502	0.64417209
TMEM138	-0.753369918	-0.93290786	-1.040602768	-0.61408742	-0.067785109	-0.645151025	1.456982763	-1.387995519	0.468957867	0.344783417	-0.756335298	1.305863502	1.930916041	0.188996034	0.501735291
LOC105376850	-0.356493153	-0.674493726	-0.295972959	-0.911914935	-0.54523467	-0.788550034	2.605051916	-0.727548149	1.020162258	-0.578280786	0.034294808	0.078883783	1.029156995	-0.89747661	1.008415261
RUBCNL	-0.849981603	-0.565367194	-0.765366206	-0.763606546	-0.974204075	-1.460118968	1.085221112	0.164411599	0.957521669	-0.467871817	-0.172093338	1.560249474	1.720876196	-0.36787062	0.898200316
LOC105370265	-0.760615361	-1.019664644	-1.300615048	-1.219026315	-0.215438091	-0.460956717	2.109739723	0.850477867	1.019279799	1.100588926	-0.514766965	-0.0133735	0.794208953	0.34251093	-0.712349557
ZNF594	-0.559931882	-1.610998595	-1.411336452	-0.860675977	-0.505285882	-0.655153001	1.692118425	0.835011202	-0.249405206	0.397164742	0.891692076	1.024220729	-0.362302012	-0.010047408	1.38492924
ZNF600	-0.295282166	-0.476149973	-1.029399922	0.004505976	-1.48855298	-0.480592654	2.333087155	0.855262483	0.121394934	-0.901177286	-0.686619628	0.25250338	1.286706851	-0.403599839	0.907913667
MSH3	-1.001780751	-0.621555278	-0.062227754	-0.936836635	-0.837788077	-0.845129481	1.845035839	-0.44180481	1.629608627	-0.386611138	-0.53978957	1.637727071	0.815758647	-0.471249641	0.216642951
HEATR4	-1.111395419	-1.255846568	-0.020820929	-0.386801969	-0.732732863	-1.206610398	1.532375887	2.07671928	0.876779096	-0.046519492	-0.224445586	0.823890372	-0.402919176	-0.560155366	0.638483131
ARPC2	-0.070897406	-0.798798713	-0.389028306	-1.700344471	-0.965294144	-1.345519433	0.66757986	-0.680124889	1.112967589	0.615723429	-0.232459565	1.237645077	0.963972967	-0.006343951	1.590921954
BTRC	-0.272746416	-0.685978736	-0.502986096	-0.453529052	-0.859542327	-0.62937312	0.803746135	-0.620491992	2.082252345	-0.224954895	-0.365015621	1.967134949	1.186881353	-0.803847698	-0.621548829
TRD-GTC3-1	-0.665139142	-0.735160331	-0.222994817	-0.391399173	-0.03556334	-1.573107905	0.295463112	-0.589449559	1.961270974	0.639299292	0.669955108	1.933665095	0.030184104	-1.202640534	-0.114382884
CNIH3	-0.319844458	-0.830344821	-0.876374744	-0.896691224	-0.876981954	-1.150639852	2.285052934	0.230854914	0.834359653	-0.052682904	-0.682282167	1.066760843	1.274921818	-0.41563454	0.4095265
TRA-TGC3-2	-1.09516895	-0.646076012	-0.052125976	-0.215358611	-0.318349654	-1.230952011	0.111374546	-0.080183006	0.933931899	0.326471777	-0.359506993	2.623822399	0.948119335	-1.297554521	0.351555779
DCUN1D2	-0.902828113	0.064391271	-0.127780493	-0.78416721	-1.731689279	-1.479290945	1.644200372	-0.026330412	1.395914004	-0.194062916	-0.39928064	0.746096879	1.110721515	-0.15208607	0.836192037
LINC01446	-0.301254122	-0.445450438	-1.407992821	-1.180207109	-0.487284223	-0.637317536	0.999670967	0.251644795	1.769866943	-0.669083019	0.141302933	-0.109644992	2.145231637	-0.488987151	0.419504136
RNF217	-0.635204451	-0.910749458	-1.070673137	-0.923336105	-0.407423154	-0.693653655	0.900198527	0.939688523	-0.04713499	-0.770312866	0.378273026	0.60773636	2.702367614	0.049895742	-0.119671977
KDM1A	-0.902105831	-0.514735465	-0.566365655	-0.696802264	-0.390703698	-0.859487864	1.865546401	0.982708162	0.361215621	-0.720189087	0.720872266	1.550681606	-0.862150312	-1.093381794	1.124897915
KSR2	-0.220289264	-0.635504974	-0.913005351	-0.440596298	-1.221262381	-0.476177868	2.626281947	-0.100131146	0.5565339	-0.511312228	-0.32419901	0.363995003	1.728297488	-0.166676721	-0.265953097
KLHL4	-0.459985117	-0.768445109	-0.496008025	-0.969665074	-0.879190941	-1.049052212	2.290063358	-0.25339893	0.731443577	-0.243031029	-0.175349204	0.866256266	1.759385351	-0.561591048	0.208568138
MME	-1.538415094	-0.96708635	-0.444429793	-0.240663315	-0.18357675	-0.953011069	-0.22521973	-0.274829019	1.403890586	-0.086937253	-0.119657663	2.446351756	1.134745026	-0.20811052	0.256949189
TIMMDC1	-1.381268249	-1.250712759	-0.259240342	-1.317442703	-0.234937878	-0.80138942	1.643641634	0.002116078	0.384767659	0.66330424	-0.052613572	1.275076995	1.650432558	-0.569327274	0.247593034
LOC107984223	-1.581600737	-0.701676571	-0.819581222	-0.196457376	-1.477107614	-0.027507354	1.237423	0.353740821	-0.435284873	0.423856749	0.184324792	0.785000745	2.227250263	-0.474336806	0.501956184
RNU5A-1	-1.248828772	-0.515129872	-0.263499257	-0.136837843	-0.76476747	-0.942882108	1.598714039	-0.50879224	1.993830331	-0.072217031	-0.272147462	1.765918161	0.360882017	-0.478974548	-0.515267946
QRICH1	-0.597801686	-0.280261401	-1.093068487	-0.118864931	-0.884881778	-1.465005996	2.290738383	-0.529199267	0.494514695	-0.267210176	-0.533601114	0.838442746	1.522208225	0.108397764	0.515593022
MIPOL1	-0.525036446	-0.862483933	-1.132515098	-0.721051768	-1.067050262	-0.813290211	2.319493701	-0.54445016	0.83966966	-0.472571565	0.176291565	1.020737537	1.169081464	0.037012696	0.576162819
KIR3DL2	-0.448203404	-0.680669979	-1.330361122	-1.35448015	-0.368835112	-0.389907185	2.248246768	0.019729458	0.820360711	0.050860241	-0.571816225	0.484472571	1.302645405	-0.736701582	0.954659605
RUVBL1	-0.264714298	-0.565705309	-0.165750893	-0.762589192	-0.649296585	-1.129381122	1.205884419	0.466451693	1.403446014	-0.422872804	-0.268402921	-0.096707773	2.512844607	-1.01236457	-0.250841265
LOC105379380	-1.360537995	-1.047915564	-0.138271471	-0.662033937	-0.789786435	-0.367851408	2.221456754	-0.360433587	0.638135237	-0.167673983	-0.496944533	1.068100649	1.703576737	-0.20790744	-0.031913024
RFX1	-0.563198678	-0.685556645	-0.946602928	-0.742881962	-1.058177554	-1.054182384	2.359697603	-0.046720537	0.547188913	-0.287875916	0.144852368	0.978857701	1.437378192	-0.557420948	0.474642776
LOC107984326	-0.714050615	-0.676411389	-0.92853215	-0.669203012	-0.685028909	-0.843309925	2.044718283	-0.524194199	1.18097903	-0.383335169	-0.217010111	1.312395021	1.538829689	-0.613142679	0.177296135
RNU5B-1	-1.038861652	-0.388684561	0.065315451	-0.636836535	-0.999839445	-1.125974119	0.73637298	-0.314291599	2.073820894	0.208008174	-0.463606272	1.905307665	0.879915514	-0.653277614	-0.247368882
LOC105370053	-0.900630995	-0.958206113	0.374883886	-1.510371977	-1.34283695	-0.399813582	2.330792486	-0.063043063	1.044393451	0.110186566	-0.016103498	0.392318035	1.038771158	-0.282723317	0.182383913
AFF1	-0.200159216	-0.70535873	-0.77825006	-0.773406457	-0.878933678	-1.066721093	2.441137223	-0.286069635	0.681407634	-0.338807025	-0.306505878	0.57477514	1.723996517	-0.44839375	0.361289008
SNTG2	-0.37368546	-0.730884892	-0.761692365	-1.046501446	-1.057658172	-0.569634786	2.152298047	-0.097619503	0.583186928	-0.202960177	-0.281719642	0.729379524	1.95068727	-0.748661621	0.455466295
MAGI2	-0.632896984	-0.749960928	-0.704595079	-0.879489999	-1.081210332	-0.970947194	2.186412948	-0.089820437	0.866381026	-0.482837136	0.000521282	0.686898477	1.725896022	-0.397953004	0.523601339
SPDYE14	-0.815167176	-0.479827828	-1.257727999	-0.43230556	-0.372324942	-1.137583345	1.287998111	-0.122182728	0.475966577	-0.264801443	-0.230200454	-0.296809175	2.217588564	-0.249575636	1.676953032
LOC124903664	-0.071524006	-0.930848679	-0.367718987	-1.056765756	-1.073954302	-0.879617319	2.157537928	-0.553153226	0.860784264	-0.009831394	-0.482440424	1.417561814	1.381176676	-0.297912367	-0.093294223
MLXIP	-0.210481264	-0.827372615	-0.891522009	-0.873561992	-0.692449753	-0.215275852	2.08022737	-0.904772814	0.071719128	-0.506810604	-0.068995582	1.673593767	1.381789338	-0.737526855	0.721439736
CDH7	-0.859725894	-0.616574073	-1.106447106	-0.51942609	-0.750409388	-1.030433791	1.731546401	0.446728655	1.011448271	-0.357755184	-0.564544218	0.669400639	2.048187764	-0.523149023	0.421153037
PDGFC	-0.461246689	-0.666633559	-0.453901076	-0.546197417	-0.404094989	-0.955871006	1.073919262	-0.264056071	0.870551487	-1.11014339	-0.063855217	2.092935198	1.651624935	-1.138079065	0.375047597
CPM	-0.779425823	0.214255459	-0.950059252	-1.420841815	-0.37170706	-1.016787255	2.076590877	0.003479059	1.467864564	0.054429113	-0.972582295	1.100583661	0.765822768	0.025814523	-0.197436526
LOC105373602	-0.50175913	-0.97269504	-1.477883552	-0.621598724	-0.271273881	-0.518366002	0.737853337	1.67308489	-1.049775686	1.421319639	-0.387947727	-0.032166363	1.781246145	-0.083536171	0.303498264
SMAD9	-0.961160089	-0.499795648	0.194499634	-0.867274615	-1.219605803	-0.821488507	2.533380355	-0.42842967	0.768656263	-0.615339122	-0.144307428	0.793085857	1.163287744	-0.331517747	0.436008775
DOCK8	-0.170506838	-0.583394982	-1.181317506	-0.43299623	-1.517739488	-0.747851491	2.418502835	0.189095806	0.609743562	-0.196039568	0.224783049	0.256399718	1.62743253	-0.218341416	-0.277769982
NBPF1	-0.234157446	-0.594919504	-1.499687027	-0.400281249	-1.1931019	-0.940488175	1.228767194	0.181249199	1.64621783	0.02264562	1.189363689	0.217655867	1.43754737	-1.044951954	-0.015859514
LOC105372047	-0.684737702	-0.756562973	-0.732005517	-1.103655185	-0.601262736	-0.332373192	2.485255919	-0.647098874	-0.093736064	-0.29294512	-0.006540874	0.715301044	1.859771026	-0.069666843	0.26025709
EMILIN2	-1.966542342	-0.538693195	-0.641292163	-0.357144802	-0.928952506	-1.024831368	1.053850794	1.507055376	-0.292679352	0.586158781	0.086187327	1.337438777	0.29151736	1.251447227	-0.363519914
LOC105374039	-1.601018041	-0.282086575	-0.373362599	-0.72738791	-0.790256504	-0.356279361	0.803221681	0.709855202	0.198726128	-0.527699975	-1.169259817	1.339966459	2.232493943	-0.02513516	0.568222529
CDC23	0.038017505	-0.995333007	-0.419637432	-0.69959532	-1.044368562	-1.230988055	1.881386345	-0.515721808	0.617086774	-0.1316857	-0.36079015	0.916842948	2.119185099	-0.254016857	0.079618219
THRB	-0.785353776	-0.676550022	-0.750467424	-0.976245178	-0.985737737	-0.226626912	1.338095109	-0.369589187	0.370644095	0.173335045	-0.100731867	0.338149967	2.755983138	-0.584547625	0.479642375
TPST1	-0.945824767	-0.262788923	-1.050401382	-1.314949445	-1.020139043	-0.217170649	1.632263878	-0.445588822	0.820803856	-0.03385276	-0.534769151	1.418014568	1.792510301	0.247431572	-0.085539232
LINC01709	-0.733931694	-0.958875954	-0.712665218	-0.206545355	-1.429927314	-0.760259504	2.109135031	1.424528949	-0.013967454	0.321127724	-0.95891132	0.849433955	1.01214902	-0.215994619	0.274703752
LNX2	0.059158042	-0.500388881	-0.353174708	-1.753961589	-0.71059372	-0.854778062	0.555967508	-0.265770245	1.181707326	0.114849176	0.803167997	1.151139396	-1.587563926	0.490133368	1.670108316
LOC105373153	-0.273737201	-0.738249147	-0.525740434	-0.655194294	-0.960613829	-1.091721801	2.388763718	-0.430557137	0.658293058	-0.311304961	-0.277164773	0.71384092	1.727174109	-0.633116676	0.409328448
EGFLAM	-0.02460533	-0.998797317	-1.013795217	-1.142595887	-0.51300197	-0.632752049	1.689631111	-0.730739264	0.707828589	0.152370064	-0.346056364	0.279470793	2.390999151	-0.192323599	0.37436729
CLTCL1	-0.358481466	-0.87506982	-0.46306204	-0.980917641	-1.069642349	-0.694061532	2.588430592	-0.228465594	0.909085028	-0.063082258	-0.365877914	0.969767183	1.108106853	-0.628765768	0.152036727
IGF2R	-0.735259732	-0.382616772	-0.858472249	-0.522149722	-1.270939614	-1.068929054	2.361323681	0.127952233	0.247004014	0.045270852	-0.407158513	0.581960714	1.688725961	-0.410934552	0.604222753
UBASH3B	-1.036608248	0.05135971	-0.684146349	-1.126722185	-0.82290886	-0.912903526	-0.782544461	-0.110021847	1.789026258	-0.105959768	-0.478153619	0.525424169	1.739850361	0.531671194	1.422637172
TRMT11	-0.62706188	-0.307686553	-0.815638894	-0.984031309	-0.68844946	-0.725421096	2.469097269	-0.577209419	0.706252447	-0.89311665	-0.220761176	0.512374696	1.604049691	0.030794242	0.516808091
ADAM10	-0.471162881	-0.804327426	-0.430392484	-0.578351528	-1.132848405	-1.018511197	2.251755525	0.288401878	0.868259389	-0.869158923	-0.661753524	1.323421191	1.065113718	-0.295703282	0.465257948
KCNH5	-0.305361729	-0.972869418	-1.478948436	-0.304518578	-1.049582438	-0.556606883	1.365883357	-0.156513368	0.747458386	-0.021948324	0.061998467	0.39801737	2.450020032	-0.653751285	0.476722848
LINC02325	-0.308562539	-0.623857015	-0.897616543	-1.022921937	-1.146337481	-0.998930429	1.911225726	0.760175131	0.447511313	-0.532883575	-0.204639469	1.262248245	1.551419164	0.437893115	-0.634723706
CDC34	-0.822429741	-0.045154962	-0.212801045	-1.625457169	-1.817435687	-0.867631443	0.507985276	0.95205344	0.972549799	0.72154327	0.10218567	-0.077548355	1.894256822	-0.223285582	0.541169706
LOC105370286	-0.693980894	-0.302856102	-0.739032912	-0.980351248	-1.193725437	-0.627626599	2.613391319	-0.224736196	0.418424228	-0.498653963	0.527974359	0.596272083	1.434430431	-0.32331591	-0.006213159
MAGI3	-0.499810107	-0.398254268	-0.629484671	-1.375156923	-1.342112923	-0.556843146	1.916267465	-0.357859884	0.223660057	-0.177774158	-0.159408945	1.298368833	1.886839248	-0.026262393	0.197831815
DNAH3	0.121481061	-1.40950792	-0.771579215	-0.940645823	-1.346519126	-0.84998133	1.636403415	-0.036591545	1.167156457	-0.774176077	-0.097780286	0.32738205	1.371176478	0.628270605	0.974911257
DNMT1	-1.837129544	-0.738013534	0.076851061	-1.116078571	-0.555239263	-1.087783082	1.369545785	1.239787786	1.024275145	-0.793803706	0.189665899	0.540962405	1.364204041	0.202886235	0.119869344
RTN4RL1	-0.356721237	-0.896052471	-0.903461964	-0.715821012	-0.867229983	-0.762418436	2.766529638	-0.307297407	0.600529279	-0.127140975	-0.244960032	0.003059713	1.45610978	0.036600501	0.318274606
LOC105370214	-0.492804772	-0.189434242	-0.50556307	-1.595269316	-0.75023818	-1.334148553	2.07396453	1.353867152	-0.020681181	0.243461735	0.093849733	-0.477968542	1.388728234	-0.206638696	0.418875167
LOC105376942	-1.871203283	-0.298122474	-0.681811375	-1.007637479	-0.236143922	-0.676245275	-1.404031572	1.071320097	1.383004967	0.765915157	1.012607141	0.467588748	1.061323596	-0.206927343	0.620363016
LOC124905361	-1.054283015	-0.561327434	-0.684473352	-0.437720358	-0.67580998	-1.11275828	2.897397318	-0.37418138	0.081372803	-0.165607793	0.311683788	1.154614999	0.2872292	-0.034140175	0.36800366
LOC107984782	-0.444806223	-1.710669303	-0.684385974	-0.660500893	-0.664493954	-1.487000703	1.89098256	0.954980328	-0.046640054	0.731339162	-0.405530201	0.500764625	0.822500318	0.113023063	1.090437248
IGH	0.9089673	0.683234523	2.48947751	0.515691653	0.752521569	0.18810791	-0.322144011	-0.579099407	-0.382240376	-0.825716407	-0.175216278	0.094723513	-1.747473857	-0.808755425	-0.792078216
LOC105369812	1.083055033	1.025740536	0.678525814	0.837983926	0.966736487	0.099654653	-0.701729373	1.4616914	-1.624494874	0.368962236	-0.257076443	-0.597912798	-1.325388427	-1.168774515	-0.846973655
ANKRD55	0.810929735	1.343998947	1.306537787	0.653975846	1.435273856	-0.081647229	-0.954376962	0.126446642	0.193970336	0.219805524	-0.826854483	-1.395544433	-1.644685503	-0.968214946	-0.219615117
XXYLT1	1.077913637	0.934522741	1.93630638	0.899668725	0.700363078	-0.131388149	-1.290979917	0.078950604	-0.801479326	-0.130787415	0.625370182	-0.798978409	-0.831390315	-0.764457845	-1.503633971
LOC105377448	1.663214259	1.251889511	0.656512739	0.998499824	1.076228806	-0.415793452	-0.041105286	-0.652062908	-1.353019941	0.370740545	-0.666520787	0.323585047	-0.680721024	-0.881088047	-1.650359286
STAG1	1.320061691	1.072656384	1.140033015	1.026902645	0.945955984	-0.420241338	-0.41776574	-0.494440244	-0.724579544	0.370238207	-1.110506425	0.663844607	-0.254322057	-1.58200675	-1.535830436
UNC79	1.673674453	1.100292126	1.095529987	0.938081522	1.040593796	-0.06287716	-0.950968168	-1.083166249	-1.677204416	0.488050635	-0.617124029	-0.838129522	-0.345949943	-0.064168708	-0.696634324
LINC00886	0.759110988	0.383818414	1.211496778	1.033519563	0.999042477	1.570784425	-0.790639831	0.160873376	-0.540185708	0.416338787	-0.887941725	-1.243953447	-1.521211072	-0.384284582	-1.166768444
TRN-GTT2-5	1.583554494	1.232168147	0.967042991	0.913207603	1.115314166	-0.309692392	-0.764728664	-0.590197656	-0.950318256	0.569436738	-0.646014227	-0.561395837	-0.056731746	-1.898828229	-0.602817133
LINC02755	1.104026038	0.215771439	-0.183143396	0.894649136	-0.053133629	0.361470706	-0.560402783	-0.432308291	-0.269063922	-0.684203842	-0.758549147	-1.513172231	2.725508288	-0.232533794	-0.614914572
PLPP1	1.297221496	1.226641265	1.236568733	1.016820361	0.749207511	-0.074018769	-1.644408606	-0.145596569	0.029436547	0.684263033	-0.736270741	-0.408294649	-1.52094351	-0.815303689	-0.895322413
GOLM2	0.631437116	0.931607737	2.239265619	0.729700689	0.691561851	-0.688674622	0.535605558	-0.910828168	-0.206421722	0.149666113	-0.803720033	-0.209633889	-1.790148391	-0.253595297	-1.045822559
PLCE1	1.552303858	1.050961831	1.202978236	1.046850447	0.970105355	-0.161094541	-0.042199881	-0.459038121	-1.021354123	0.395647088	-0.795787751	-0.715928553	-0.054168136	-1.541474384	-1.427801325
LIN52	1.136902362	1.304439971	0.755784441	1.051948395	1.094647127	-0.447144701	0.398720241	-0.208259259	-0.693119905	0.53012416	-0.399825333	-0.262722531	-0.763574468	-1.613972781	-1.883947719
G3BP2	1.418080345	0.889533496	0.998398229	1.004005864	1.068354286	-0.184689674	-0.074609429	-0.455957539	-0.400193434	0.669607302	-0.810369546	-0.338807084	-0.217623337	-1.881367169	-1.684362309
TMX1	1.434257595	1.469083941	0.90218084	1.12731659	0.983809711	-0.75388155	-0.27293086	-0.415597293	-0.755338174	0.629782087	-0.806949892	-0.037690777	-1.019681419	-0.949803229	-1.534557569
MTMR9	1.357021022	0.063810784	2.52788483	0.155991464	0.787398855	0.345059274	-0.836575659	0.150087955	-0.106389531	-1.166229043	-0.715904411	-0.664684527	-1.116114888	-0.83886011	0.057503987
MCU	0.464862536	0.88582643	2.01566689	0.43210538	1.065395312	0.718108523	-1.479082507	-0.166994651	-0.998903759	-0.21608699	0.549194061	-0.69677769	-1.081059894	-0.125824292	-1.36642935
HDAC9	1.44096352	1.481386386	0.597687844	1.30421478	1.135917375	-0.450559747	-0.327366883	-0.00132544	-0.834936719	0.200120199	-0.179053972	-0.612080745	-0.91183219	-1.258145662	-1.584988746
COQ5	1.554276804	1.002623939	0.932594156	1.099533195	0.990010887	-0.271871598	-0.334940541	-0.711132015	-1.482830945	0.606947429	-0.760046904	-0.61060264	0.470107898	-1.280159023	-1.204510642
ZNF674	0.090856962	0.299354163	1.675041787	0.823784664	0.416514596	-0.316515857	0.092677039	-0.296499727	-0.885824991	-0.850388017	-1.422445395	2.291549642	-0.620784654	-0.510297712	-0.787022501
LRRN2	0.959718185	1.123287654	1.36261752	1.285277758	0.908275116	-0.244565999	-1.022043819	-0.144557	-0.45187375	0.763687871	-0.370837636	-0.19167261	-1.563255839	-1.067421381	-1.346636071
SMC5	1.026489698	1.202448661	1.00657717	1.070614408	0.960069857	-0.266455373	-0.026257514	-0.50565314	0.245604192	0.677438075	-0.427093587	-0.397707309	-1.151322463	-1.512080379	-1.902672297
CCDC158	1.436288721	1.005335803	1.156839408	1.029691869	1.08574268	-0.282828461	0.386964779	-0.619550322	-1.311026748	0.59610052	-0.776956316	-0.982268834	-0.347051777	-1.459380486	-0.917900836
IL17D	0.132524108	0.459097752	2.140596782	0.778047297	1.003480887	0.783563118	-1.151863118	-0.664160267	-0.856449349	-0.577196542	0.311797551	-1.909407967	-0.3138138	0.304609825	-0.440826277
TRN-GTT2-7	1.544948691	1.308035457	0.778850376	0.905433073	1.054405621	-0.394921649	-0.743119929	-0.718656407	-0.220738926	0.226059262	-0.967442041	0.722406136	-1.285327249	-1.598788684	-0.611143731
TRPM6	1.17940271	1.290212501	0.682431771	1.070682922	1.003959933	-0.301040889	-0.074674646	-0.220221102	0.07722702	0.715716821	-0.393318528	-0.513957461	-1.00483527	-1.572389622	-1.93919616
SLC2A12	1.941865644	0.940879646	1.225901851	0.059943062	1.399762776	0.161020774	-1.24785673	0.059818082	-1.024477744	-0.551437	-0.268772376	-0.65758903	-1.394912484	0.05205518	-0.696201651
LOC107985365	1.520096041	1.049133732	0.824342475	1.042317167	1.069826198	-0.141864675	0.208677247	-0.696486494	-1.337275492	0.643727859	-0.772785815	-0.461094346	-0.083047835	-1.38674526	-1.478820802
WIPF2	1.160681043	1.296690217	0.717492423	1.090092814	0.972423777	-0.302837896	-0.01933333	-0.183147006	-0.116615768	0.772411162	-0.452763445	-0.45999772	-0.94427801	-1.61495941	-1.915858853
C18orf25	1.129770159	1.273187423	0.740077379	1.118572741	1.017530531	-0.285019452	-0.031539018	-0.208649028	-0.208193989	0.796729194	-0.450347895	-0.430124964	-0.970846128	-1.604114146	-1.887032808
MSN	1.139925848	1.261314635	0.765303321	1.09442451	1.032974073	-0.293683981	-0.091716661	-0.235627827	-0.056490302	0.738462647	-0.421008353	-0.447192887	-0.976088418	-1.570444952	-1.940151654
ART1	1.135270514	1.278781737	0.753465072	1.109226277	1.013781574	-0.279359022	-0.03679362	-0.203230528	-0.220645652	0.786461918	-0.44527574	-0.423317558	-0.980454115	-1.601462984	-1.886447871
ATAD5	1.035718527	0.99301989	1.893750063	0.894478908	0.643975976	-0.503800541	-0.643505527	-0.346123203	0.309061321	0.295188194	-0.528413025	0.037014732	-1.002910554	-1.810717516	-1.266737245
API5	1.421292217	0.808180401	0.961781514	1.023988754	0.951435394	-0.087366248	0.140348178	-0.621116876	-1.133187042	0.672582653	-0.643614734	-0.10608472	0.001570505	-1.442449349	-1.947360647
FOXM1	1.724213675	1.173607065	0.885135353	0.672706006	0.74999228	-0.084800278	-0.734458248	0.219376706	-0.252801466	0.28128569	-0.386415484	-0.127345686	-0.528904194	-1.465316551	-2.126274869
FTCDNL1	1.16554471	1.305972594	0.712763346	1.08016844	1.005758717	-0.281864553	-0.051736595	-0.199351675	-0.083042203	0.741251494	-0.412037614	-0.496564833	-0.987859188	-1.579718002	-1.919284638
ATP10A	1.31857657	1.261469924	1.074585857	1.046235959	1.084543406	-0.067629037	-0.093921223	-0.095979373	-0.571979613	0.396559917	-0.541635858	-0.794252308	-0.825951383	-1.452125565	-1.738497274
AKAP12	0.33392419	0.823553964	2.546997619	0.493484347	0.288122764	-0.643985619	-0.348701834	-0.352162399	0.351199447	-0.411995759	-0.597324889	0.096452805	0.515142267	-1.654655874	-1.440051028
LOC105376615	1.180355942	1.316775134	0.730765896	1.094470011	0.999233535	-0.243469992	0.039495009	-0.134137108	-0.489010414	0.778230655	-0.37675195	-0.501246982	-0.994266723	-1.533421591	-1.867021421
