,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0264893,0,NA,NA,NA,NA,NA
FBgn0264894,56.98079366,-0.512683606,0.595557622,-0.860846351,0.389322673,0.616623725
FBgn0264895,13107.82419,1.49570796,0.19911498,7.511780176,5.83E-14,2.15E-12
FBgn0264896,0,NA,NA,NA,NA,NA
FBgn0264897,29.11110888,0.489425901,0.828101518,0.591021621,0.554505934,0.749112844
FBgn0264898,0,NA,NA,NA,NA,NA
FBgn0264899,0,NA,NA,NA,NA,NA
FBgn0264900,0,NA,NA,NA,NA,NA
FBgn0264901,53.76501746,-0.367943989,0.672537908,-0.547097769,0.584311565,0.769102679
FBgn0264902,31.96092338,-0.16846962,0.788932587,-0.213541211,0.830904849,0.919130158
FBgn0264903,0,NA,NA,NA,NA,NA
FBgn0264904,116.4745341,0.507604722,0.405896315,1.250577311,0.211088733,0.432584506
FBgn0264905,0.273456474,0.39277033,0.62803743,0.625393187,0.531713032,NA
FBgn0264906,0,NA,NA,NA,NA,NA
FBgn0264907,623.9786316,0.94357683,0.57202921,1.649525608,0.099040001,0.26504626
FBgn0264908,23940.54605,4.736221417,0.167430848,28.2876272,4.91E-176,9.50E-173
FBgn0264909,0.068364119,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0264911,10.44263083,0.777871484,0.888993241,0.875002697,0.381572438,0.610256927
FBgn0264912,8.738416202,-1.28254983,0.896182093,-1.431126376,0.152393999,0.353263735
FBgn0264914,4.467949853,0.093972421,0.897528852,0.104701282,0.916612845,NA
FBgn0264915,0,NA,NA,NA,NA,NA
FBgn0264916,0,NA,NA,NA,NA,NA
FBgn0264922,8881.684318,-0.546222957,0.374799742,-1.45737282,0.145013495,0.342006928
FBgn0264939,0.125456307,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0264940,129.0323688,1.302570173,0.804296461,1.619514989,0.105336504,0.276735576
FBgn0264941,0.17997327,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0264942,4.105426792,0.033944375,0.866821497,0.039159591,0.96876315,NA
FBgn0264943,4.506773372,0.929505355,0.725856357,1.280563773,0.200346932,NA
FBgn0264944,8.152590569,1.066946014,0.894606758,1.19264247,0.233009425,0.458491728
FBgn0264945,3.020031675,0.140892179,0.762128794,0.184866626,0.853333648,NA
FBgn0264946,0,NA,NA,NA,NA,NA
FBgn0264947,0.559854294,-0.243539845,0.631127354,-0.385880668,0.699585048,NA
FBgn0264948,0,NA,NA,NA,NA,NA
FBgn0264949,0,NA,NA,NA,NA,NA
FBgn0264950,37.43325501,0.9088468,0.625126251,1.453861197,0.145984793,0.343253876
FBgn0264951,2.425252835,0.545407268,0.654954857,0.832740245,NA,NA
FBgn0264952,0.948270246,0.582877302,0.640214076,0.910441247,NA,NA
FBgn0264953,2412.214727,-0.383288833,0.32292647,-1.186922933,0.23525802,0.461136193
FBgn0264954,3.12509649,0.32844078,0.669337531,0.4906953,0.623641971,NA
FBgn0264955,0.748974655,0.019411287,0.634719388,0.03058247,0.975602522,NA
FBgn0264956,5.385391807,-0.224436868,0.839667634,-0.267292508,0.789243955,NA
FBgn0264957,5.407092033,1.389563799,0.770650312,1.803105478,0.071371651,NA
FBgn0264958,5.651353714,0.396920256,0.872587739,0.454877187,0.649197596,NA
FBgn0264959,7286.662141,0.347991715,0.345826829,1.006260028,0.314290503,0.548786441
FBgn0264960,1.605286235,-0.193850002,0.64574704,-0.300194953,0.764028454,NA
FBgn0264961,0.501521628,-0.107993606,0.629074305,-0.171670667,NA,NA
FBgn0264962,11810.69597,0.016710303,0.217077553,0.076978492,0.938640655,0.972586009
FBgn0264975,5793.026271,1.863118965,0.384844993,4.841219194,1.29E-06,2.20E-05
FBgn0264978,1160.026641,-0.656793262,0.307934386,-2.132900029,0.032932928,0.123053784
FBgn0264979,3.19462757,-0.221295821,0.649871887,-0.340522224,0.733463289,NA
FBgn0264980,0,NA,NA,NA,NA,NA
FBgn0264982,0,NA,NA,NA,NA,NA
FBgn0264983,0,NA,NA,NA,NA,NA
FBgn0264984,7.635102123,-1.785445348,0.87305789,-2.045048065,0.04085012,0.144263801
FBgn0264985,0.426934924,0.03072788,0.627689923,0.048953916,0.960956021,NA
FBgn0264986,0.952545334,0.165581562,0.638785128,0.259213239,0.795470717,NA
FBgn0264987,42.11945345,-0.020726272,0.85448241,-0.024255938,0.980648459,0.992640084
FBgn0264988,0.250760814,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0264989,0,NA,NA,NA,NA,NA
FBgn0264990,0,NA,NA,NA,NA,NA
FBgn0264991,0.821865427,-0.537845817,0.636709388,-0.844727323,0.3982631,NA
FBgn0264992,43.16745048,0.618398483,0.755618426,0.81840048,0.413128548,0.637470039
FBgn0264993,0,NA,NA,NA,NA,NA
FBgn0264994,1.761380433,-0.041451298,0.64163239,-0.064602876,0.948490194,NA
FBgn0264995,12.59611156,1.195653193,0.894179861,1.337150663,0.181173463,0.394129602
FBgn0264996,0,NA,NA,NA,NA,NA
FBgn0264997,0,NA,NA,NA,NA,NA
FBgn0264998,7.899284983,-1.010570369,0.89754642,-1.125925463,0.26019707,0.490369455
FBgn0264999,10.78363205,1.392271856,0.876085522,1.589196284,0.112016085,0.28868435
FBgn0265000,16.08197517,-1.191558557,0.89551242,-1.330588533,0.183324438,0.397647744
FBgn0265001,101.0529026,2.625419274,0.806495578,3.255342429,0.001132557,0.008418125
FBgn0265002,3842.174632,-0.381181616,0.437734103,-0.870806304,0.383859923,0.611059065
FBgn0265003,1723.522831,-0.076297262,0.270057989,-0.282521775,0.777543452,0.891901337
FBgn0265011,3.657964588,0.264223364,0.751634498,0.351531715,0.725189484,NA
FBgn0265017,13.46275318,-0.654183889,0.794540007,-0.823349211,0.410309436,0.635044098
FBgn0265038,0,NA,NA,NA,NA,NA
FBgn0265039,37.81420303,0.068276956,0.722514132,0.094499129,0.924712674,0.965303324
FBgn0265040,6.857260766,1.391412097,0.894559014,1.555416775,0.119846842,0.301966441
FBgn0265041,68.56551847,-5.062290756,0.769930466,-6.574997323,4.87E-11,1.44E-09
FBgn0265042,3.944987603,-0.249384959,0.86529856,-0.288206835,0.773188417,NA
FBgn0265043,0,NA,NA,NA,NA,NA
FBgn0265044,107.6648668,0.033791984,0.627642908,0.053839506,0.957063034,0.982630709
FBgn0265045,92.03040832,1.760338133,0.658230766,2.674348003,0.007487471,0.040197426
FBgn0265046,0,NA,NA,NA,NA,NA
FBgn0265047,0.17997327,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265048,32.57112633,-0.760393025,0.849531471,-0.895073403,0.370747851,0.600852231
FBgn0265049,8.091513451,-1.307550215,0.870572702,-1.501942584,0.133111938,0.323105041
FBgn0265050,7.800954879,-0.859739196,0.855609537,-1.004826569,0.314980368,0.549160192
FBgn0265051,2.239083301,0.682842173,0.648148183,1.053527868,NA,NA
FBgn0265052,11254.84132,0.57003006,0.360202635,1.58252607,0.113529526,0.29121758
FBgn0265053,0,NA,NA,NA,NA,NA
FBgn0265058,0,NA,NA,NA,NA,NA
FBgn0265059,25.2138939,-1.343185796,0.871065056,-1.542003996,0.123072623,0.307602155
FBgn0265060,24.80985455,1.723145556,0.889801562,1.936550383,0.052800328,0.171913661
FBgn0265061,0.280946823,0.300811499,0.627360644,0.47948736,0.631591958,NA
FBgn0265062,0,NA,NA,NA,NA,NA
FBgn0265063,0,NA,NA,NA,NA,NA
FBgn0265064,0,NA,NA,NA,NA,NA
FBgn0265065,0,NA,NA,NA,NA,NA
FBgn0265066,19.99884068,0.060306985,0.893796917,0.067472805,0.946205311,0.976451619
FBgn0265067,271.2387357,-1.459286044,0.31220515,-4.674125473,2.95E-06,4.62E-05
FBgn0265068,11.67243856,0.38675899,0.786830317,0.491540528,0.623044195,0.79753939
FBgn0265069,0.378656085,0.489660269,0.629919738,0.777337555,0.436959644,NA
FBgn0265070,0,NA,NA,NA,NA,NA
FBgn0265071,0.530118519,0.597252879,0.633472728,0.942823349,NA,NA
FBgn0265072,0,NA,NA,NA,NA,NA
FBgn0265073,1.314135867,-0.063889371,0.753011656,-0.084845129,0.932384515,NA
FBgn0265074,3.921353207,0.231802637,0.755832006,0.306685394,0.759082848,NA
FBgn0265075,1.729994299,0.866380889,0.645282092,1.342638979,NA,NA
FBgn0265076,393.17172,0.094857793,0.572833197,0.165594092,0.868476397,0.937463597
FBgn0265077,1325.627012,1.095379054,0.470671821,2.327267125,0.019951052,0.085384862
FBgn0265078,0.055348718,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265079,0.214396645,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265080,0.605849736,0.636849925,0.63494078,1.003006809,NA,NA
FBgn0265081,1.916226732,-0.019149015,0.672417956,-0.028477845,0.977281038,NA
FBgn0265082,18218.42819,-0.738383569,0.322279772,-2.291126011,0.021956127,0.092014317
FBgn0265083,0,NA,NA,NA,NA,NA
FBgn0265084,135.4736707,0.742605184,0.54990202,1.350431815,0.176877511,0.388801339
FBgn0265085,4.983450073,-0.844886525,0.762698407,-1.107759656,0.267965628,NA
FBgn0265086,3.353244574,-0.681149629,0.7971459,-0.85448552,NA,NA
FBgn0265087,0.48492897,-0.416323521,0.630104251,-0.660721652,0.508790836,NA
FBgn0265088,0.110697436,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265089,2.325144878,-0.100155569,0.650156644,-0.154048367,NA,NA
FBgn0265095,0,NA,NA,NA,NA,NA
FBgn0265096,9.546709743,-1.705710382,0.864989487,-1.971943484,0.048616059,0.161636295
FBgn0265097,0,NA,NA,NA,NA,NA
FBgn0265098,0,NA,NA,NA,NA,NA
FBgn0265099,0.110697436,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265101,1177.791431,-0.238969603,0.314519142,-0.759793509,0.447378023,0.668444332
FBgn0265102,219.3556577,-1.763062735,0.476955862,-3.696490341,0.000218601,0.002085859
FBgn0265103,5.835359678,-0.362202614,0.865612976,-0.418434825,0.675629229,NA
FBgn0265104,38.84199545,1.011132868,0.820469094,1.232383858,0.217805728,0.440110259
FBgn0265105,4.588648144,0.615106026,0.804794973,0.764301526,0.444687576,NA
FBgn0265106,21.70697555,0.31193138,0.892210841,0.349616218,0.726626738,0.865180718
FBgn0265107,0.273456474,0.39277033,0.62803743,0.625393187,0.531713032,NA
FBgn0265137,252.816854,-2.031956645,0.490508722,-4.142549465,3.43E-05,0.000413226
FBgn0265138,0,NA,NA,NA,NA,NA
FBgn0265139,2.334795726,-0.38292032,0.712821642,-0.537189526,0.591136705,NA
FBgn0265140,3390.403438,-1.211477336,0.309972732,-3.908335188,9.29E-05,0.000991265
FBgn0265141,165.0351141,-0.345066888,0.509021975,-0.677901751,0.49783399,0.711534552
FBgn0265142,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265143,0,NA,NA,NA,NA,NA
FBgn0265144,0.075731217,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265145,0,NA,NA,NA,NA,NA
FBgn0265146,0,NA,NA,NA,NA,NA
FBgn0265147,2.050373519,0.043714505,0.648827849,0.067374582,0.946283503,NA
FBgn0265148,0.201381244,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265149,632.4498156,-0.108358266,0.305103177,-0.355152861,0.722475077,0.863102396
FBgn0265150,0,NA,NA,NA,NA,NA
FBgn0265151,26.89505582,1.01977386,0.862678564,1.182101774,0.237165321,0.463561278
FBgn0265152,38.71112291,-0.735370226,0.627546754,-1.171817434,0.241270362,0.468840982
FBgn0265153,49.27847534,0.11725035,0.761288531,0.154015652,0.877597394,0.941618432
FBgn0265154,0,NA,NA,NA,NA,NA
FBgn0265155,0,NA,NA,NA,NA,NA
FBgn0265156,0,NA,NA,NA,NA,NA
FBgn0265157,0.044993318,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265158,0,NA,NA,NA,NA,NA
FBgn0265159,0,NA,NA,NA,NA,NA
FBgn0265160,0,NA,NA,NA,NA,NA
FBgn0265161,5.536246635,-1.072557976,0.704598603,-1.522225522,NA,NA
FBgn0265162,0,NA,NA,NA,NA,NA
FBgn0265163,2.482021038,-0.428832296,0.650931835,-0.658797547,0.510025783,NA
FBgn0265164,1.178931469,-0.355412553,0.63995172,-0.55537401,0.578638866,NA
FBgn0265165,1.282581984,-0.294113518,0.640166484,-0.459432859,0.645923356,NA
FBgn0265166,0,NA,NA,NA,NA,NA
FBgn0265167,3.671775612,-0.059576191,0.771956787,-0.077175552,0.93848389,NA
FBgn0265168,0.483711485,0.423027369,0.632372948,0.668952349,0.503525875,NA
FBgn0265169,0,NA,NA,NA,NA,NA
FBgn0265174,593.9780597,-0.137092191,0.388217169,-0.353132736,0.723988932,0.863632567
FBgn0265176,3.180920247,-0.899391201,0.652410488,-1.378566435,NA,NA
FBgn0265177,5123.749257,0.260714522,0.465024864,0.560646414,0.575038604,0.764292126
FBgn0265178,0,NA,NA,NA,NA,NA
FBgn0265180,2553.234705,1.147671592,0.233213824,4.92111305,8.61E-07,1.50E-05
FBgn0265182,43707.26916,-0.555463895,0.259098601,-2.143832089,0.032046343,0.12090722
FBgn0265184,112.3634592,-1.098160318,0.420721364,-2.610184344,0.009049344,0.046763833
FBgn0265185,1.496894119,-0.648792842,0.642512246,-1.00977506,0.312603071,NA
FBgn0265186,6.856428006,-0.307683122,0.828093709,-0.371555922,0.710223512,0.8539756
FBgn0265187,7.247032538,-0.228954245,0.890432536,-0.257126998,0.797080737,0.903108805
FBgn0265188,0,NA,NA,NA,NA,NA
FBgn0265189,243.2401936,-0.938153321,0.336268796,-2.789891103,0.005272577,0.030198055
FBgn0265190,489.0110817,0.253871562,0.312014302,0.813653607,0.415843418,0.639987845
FBgn0265191,942.4567416,0.841556775,0.448527733,1.876264752,0.060618935,0.18901944
FBgn0265192,458.095479,-0.623790413,0.315869216,-1.974837626,0.048286578,0.160800083
FBgn0265193,674.1297652,-0.481284858,0.255639642,-1.88266911,0.059745224,0.187457398
FBgn0265194,7869.751243,-2.172435951,0.40245859,-5.39791175,6.74E-08,1.41E-06
FBgn0265196,0.416607479,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265197,50.68508807,-2.056404933,0.757230554,-2.715691967,0.006613742,0.036168319
FBgn0265198,0.239659255,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265199,40.30721957,-4.914292676,0.768992917,-6.390556493,1.65E-10,4.55E-09
FBgn0265200,2.208082816,0.302399015,0.646258825,0.467922453,0.639840046,NA
FBgn0265201,12.41065331,-0.566166138,0.882369405,-0.641642983,0.521105017,0.725755262
FBgn0265202,0.24488656,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265203,0.653184216,-0.448996306,0.632468444,-0.709911,NA,NA
FBgn0265204,0,NA,NA,NA,NA,NA
FBgn0265205,11.96974548,0.7031823,0.896954774,0.783966284,0.433059894,0.656785237
FBgn0265252,0.465032397,-0.11052935,0.627988359,-0.176005413,0.86028969,NA
FBgn0265253,10.17217686,-0.477456759,0.876579804,-0.54468145,0.585972625,0.770347784
FBgn0265254,178.5527045,1.160184003,0.466027633,2.489517617,0.012791658,0.060432784
FBgn0265255,0.513459924,-0.492057858,0.630579345,-0.780326635,0.435198639,NA
FBgn0265256,0,NA,NA,NA,NA,NA
FBgn0265257,20.14494378,-3.459196948,0.879540125,-3.932960928,8.39E-05,0.000909998
FBgn0265262,61625.25937,0.257975845,0.240491619,1.072702016,0.283404836,0.51545086
FBgn0265263,0.583871691,0.623285007,0.634425288,0.982440359,0.325882952,NA
FBgn0265264,0.657146369,-0.840992474,0.631472715,-1.331795425,NA,NA
FBgn0265265,0,NA,NA,NA,NA,NA
FBgn0265266,0,NA,NA,NA,NA,NA
FBgn0265267,0.333330408,-0.105299825,0.627551091,-0.167794824,0.866744695,NA
FBgn0265268,7.028970206,-0.106786503,0.801846253,-0.133175784,0.894054362,0.95073162
FBgn0265269,4.646897926,-0.01777613,0.749523254,-0.023716582,0.981078679,NA
FBgn0265270,0.297995317,0.164699655,0.627432104,0.262497973,0.792937548,NA
FBgn0265271,1.153302903,-0.776163859,0.629461686,-1.233059734,NA,NA
FBgn0265272,57.44335589,-0.262798831,0.779305131,-0.337221995,0.735949558,0.870879813
FBgn0265274,47.61102909,0.290086423,0.686146364,0.422776302,0.672458479,0.829574743
FBgn0265276,16492.35865,-0.883527884,0.195081901,-4.52901001,5.93E-06,8.75E-05
FBgn0265295,0,NA,NA,NA,NA,NA
FBgn0265296,23266.09574,0.947632683,0.279212828,3.393943934,0.000688938,0.005574239
FBgn0265297,34419.52094,-0.184622265,0.229992105,-0.802733053,0.422129044,0.645974004
FBgn0265298,7251.353723,0.017744741,0.19300726,0.091938205,0.926747137,0.965927194
FBgn0265299,9.074847819,0.27201839,0.897451063,0.303101084,0.761812828,0.885733162
FBgn0265300,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0265301,0,NA,NA,NA,NA,NA
FBgn0265302,0,NA,NA,NA,NA,NA
FBgn0265303,0.162522463,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265304,0,NA,NA,NA,NA,NA
FBgn0265305,0.136728237,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0265306,17.27340487,-0.674770536,0.886084669,-0.761519254,0.446346983,0.66741864
FBgn0265307,1.730396924,-0.980760763,0.644186827,-1.522478763,0.127889163,NA
FBgn0265308,2.407458529,0.666432927,0.788569002,0.845116819,0.398045618,NA
FBgn0265309,0.491466531,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265310,0,NA,NA,NA,NA,NA
FBgn0265311,1.83483233,0.23884959,0.644817555,0.370414217,0.711073882,NA
FBgn0265312,0.677200014,0.013803518,0.632548306,0.021822077,NA,NA
FBgn0265313,1.920254916,-0.764300559,0.647627506,-1.180154567,NA,NA
FBgn0265314,0,NA,NA,NA,NA,NA
FBgn0265315,0,NA,NA,NA,NA,NA
FBgn0265316,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265317,0.093648941,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0265318,3.632404276,1.62839221,0.832150335,1.956848589,0.050365272,NA
FBgn0265338,0.247425673,0.16230335,0.627409463,0.25868808,0.795875917,NA
FBgn0265339,0.830230766,-0.088623544,0.632581951,-0.140098122,NA,NA
FBgn0265340,57.00566383,2.450088414,0.756280368,3.23965624,0.001196739,0.008834158
FBgn0265341,22.72618911,-0.40413219,0.897749662,-0.450161339,0.652594111,0.816796842
FBgn0265342,24.87283818,-0.273172762,0.823808504,-0.331597405,0.74019328,0.873814226
FBgn0265343,0,NA,NA,NA,NA,NA
FBgn0265344,0,NA,NA,NA,NA,NA
FBgn0265345,121.3362124,-1.26219161,0.542585395,-2.326254301,0.020004988,0.085552377
FBgn0265346,19.32969755,-1.450729588,0.863349013,-1.680351244,NA,NA
FBgn0265347,19.84155312,-1.422937109,0.85804301,-1.658351729,0.097246494,0.26137353
FBgn0265348,13.75906244,-0.177458263,0.850758099,-0.208588391,0.834769574,0.921128326
FBgn0265349,16.82135115,-0.14672937,0.896223861,-0.163719552,0.869951925,0.93793659
FBgn0265351,548.5007786,-0.130951693,0.302866932,-0.432373691,0.665469836,0.82552424
FBgn0265356,5.550610888,0.150191256,0.896941709,0.167448179,0.867017419,NA
FBgn0265362,8.321374734,-0.065777392,0.854523925,-0.076975483,0.938643049,0.972586009
FBgn0265363,0,NA,NA,NA,NA,NA
FBgn0265364,0.429944481,0.443257251,0.631199768,0.702245587,0.482526021,NA
FBgn0265365,0.491466531,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265366,0,NA,NA,NA,NA,NA
FBgn0265367,0.239062416,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265368,0,NA,NA,NA,NA,NA
FBgn0265369,2.196573203,-0.461424513,0.647507987,-0.712615941,0.476083445,NA
FBgn0265370,0,NA,NA,NA,NA,NA
FBgn0265371,0.051588452,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265372,2.506192004,0.160360084,0.704755134,0.227540142,0.820003759,NA
FBgn0265373,8.101461495,0.195890747,0.855444739,0.228992872,0.818874456,0.914427877
FBgn0265374,2.308822428,0.03994197,0.698096069,0.057215578,0.954373469,NA
FBgn0265375,0,NA,NA,NA,NA,NA
FBgn0265376,275.7888515,0.417122526,0.490506399,0.850391608,0.3951074,0.621992524
FBgn0265377,0,NA,NA,NA,NA,NA
FBgn0265378,5.015782253,0.494927123,0.757694782,0.653201176,0.513626592,NA
FBgn0265379,1585.539016,-9.009402663,0.459640622,-19.60097137,1.52E-85,6.39E-83
FBgn0265380,41.2161599,1.222369472,0.653459114,1.870613547,0.061398666,0.190682146
FBgn0265381,2.450665045,-0.188042942,0.646946034,-0.290662486,NA,NA
FBgn0265382,0,NA,NA,NA,NA,NA
FBgn0265383,0,NA,NA,NA,NA,NA
FBgn0265413,49.41961916,-1.768284333,0.764226075,-2.313823606,0.0206774,0.08798797
FBgn0265414,0,NA,NA,NA,NA,NA
FBgn0265416,1129.43882,-2.083804639,0.356870715,-5.839102379,5.25E-09,1.26E-07
FBgn0265417,1.518515229,0.576129525,0.645558968,0.892450657,NA,NA
FBgn0265418,1.552865551,0.561386293,0.645752077,0.869352671,0.384654262,NA
FBgn0265419,80.83348975,-3.754076332,0.746426441,-5.029398915,4.92E-07,8.97E-06
FBgn0265420,134.7236184,-0.160065377,0.632581415,-0.253035219,0.800240998,0.903829045
FBgn0265421,14.93671774,-4.41228338,0.875154042,-5.041721992,NA,NA
FBgn0265422,4.398252821,0.079052755,0.651670524,0.121307858,NA,NA
FBgn0265423,0,NA,NA,NA,NA,NA
FBgn0265424,0,NA,NA,NA,NA,NA
FBgn0265425,0.183713699,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265426,1.81415477,-0.376322091,0.64830576,-0.580470072,NA,NA
FBgn0265427,0.752005304,0.700446887,0.637223862,1.099216348,NA,NA
FBgn0265428,10.5470083,-2.78583301,0.874602357,-3.185256693,0.001446257,0.010352546
FBgn0265429,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265434,7295.554545,-0.959879547,0.223945717,-4.286215253,1.82E-05,0.000237541
FBgn0265443,0.489623742,-0.236185892,0.628365721,-0.375873292,0.707011097,NA
FBgn0265444,1.411113776,0.171240484,0.643814927,0.26597781,NA,NA
FBgn0265445,2.186896839,-0.41929053,0.648553964,-0.646500605,NA,NA
FBgn0265446,1.322838701,-0.137540239,0.638197521,-0.21551359,NA,NA
FBgn0265447,94.64683448,0.182698546,0.617435703,0.295898901,0.767307291,0.888223528
FBgn0265448,112.4374937,-0.081036791,0.491244074,-0.164962378,0.868973594,0.937463597
FBgn0265449,0.803178895,-0.883061286,0.633880452,-1.393103829,NA,NA
FBgn0265450,1.841713638,-0.116218549,0.752086984,-0.154528069,0.877193381,NA
FBgn0265451,0,NA,NA,NA,NA,NA
FBgn0265452,1.08028664,-0.672256409,0.628564641,-1.069510381,NA,NA
FBgn0265453,2.067297591,-0.117945025,0.687392455,-0.17158324,NA,NA
FBgn0265454,3.965908213,-1.113405383,0.853108068,-1.305116461,0.191853194,NA
FBgn0265455,0.515477704,-0.088592367,0.631100468,-0.140377597,0.888361657,NA
FBgn0265457,47.58245634,0.515893141,0.572092372,0.90176546,0.367181471,0.598276001
FBgn0265458,0.055348718,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265464,2687.364065,0.3182224,0.300135348,1.060262984,0.289024974,0.520970428
FBgn0265467,80.30307002,-0.590922205,0.580081517,-1.018688215,0.308351009,0.542780721
FBgn0265468,0,NA,NA,NA,NA,NA
FBgn0265469,0,NA,NA,NA,NA,NA
FBgn0265470,5.953184165,-0.481636685,0.894307221,-0.53855842,0.590191584,NA
FBgn0265487,22328.40284,6.252873276,0.341084548,18.33232645,4.57E-75,1.38E-72
FBgn0265496,9.604528874,0.675527632,0.890975333,0.758188927,0.448337889,0.66925901
FBgn0265497,116.9398067,-2.180706819,0.773654925,-2.818707344,0.004821746,0.028114755
FBgn0265498,0,NA,NA,NA,NA,NA
FBgn0265499,48.70713496,-0.230993469,0.568242545,-0.406505058,0.684371542,0.836886159
FBgn0265500,4.454793479,-0.386841845,0.835182968,-0.463182152,0.643233808,NA
FBgn0265508,3.600323264,-0.89840873,0.8484669,-1.058861258,NA,NA
FBgn0265509,0,NA,NA,NA,NA,NA
FBgn0265510,0.489021945,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0265511,20.73973633,1.069862981,0.869668811,1.230195871,0.218623766,0.440935271
FBgn0265512,9214.52816,-0.294138081,0.202818542,-1.450252419,0.146988142,0.344525692
FBgn0265523,43791.16379,-0.361614577,0.340275835,-1.06271013,0.287913426,0.520328705
FBgn0265524,0,NA,NA,NA,NA,NA
FBgn0265525,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265526,0,NA,NA,NA,NA,NA
FBgn0265527,0.675123273,-0.389001869,0.627824942,-0.619602445,0.535519557,NA
FBgn0265529,0,NA,NA,NA,NA,NA
FBgn0265530,6.834468455,0.694226729,0.878416467,0.79031616,0.429343152,0.653494959
FBgn0265531,0,NA,NA,NA,NA,NA
FBgn0265532,0.516068022,-0.120463186,0.631144725,-0.190864601,0.848631674,NA
FBgn0265533,36.74599912,0.586034352,0.768535528,0.762533846,0.445741451,0.667168556
FBgn0265534,40.99915461,0.462741255,0.809471826,0.57165826,0.567553518,0.759187457
FBgn0265535,41.81413325,-0.130621259,0.804783107,-0.162306164,0.871064761,0.93819642
FBgn0265536,0,NA,NA,NA,NA,NA
FBgn0265537,6.042319898,-0.279507452,0.739928533,-0.377749254,NA,NA
FBgn0265538,0,NA,NA,NA,NA,NA
FBgn0265539,0.683641185,0.673450274,0.636293697,1.058395324,NA,NA
FBgn0265540,38.58322713,-0.194196099,0.571910046,-0.339557069,0.734190113,0.869908398
FBgn0265541,0.183713699,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265542,8.009308843,1.576643341,0.888257197,1.774985158,0.075900338,0.22035215
FBgn0265543,0,NA,NA,NA,NA,NA
FBgn0265544,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265545,10.25366863,-2.578714434,0.887873926,-2.904370043,0.003679929,0.022550637
FBgn0265546,47.8524811,-3.486921386,0.796787836,-4.376223166,1.21E-05,0.000164025
FBgn0265547,0.560199522,-0.220586924,0.62941524,-0.350463271,0.72599105,NA
FBgn0265548,0,NA,NA,NA,NA,NA
FBgn0265549,2.907193649,-0.055301492,0.798350841,-0.069269661,NA,NA
FBgn0265550,0.561893645,0.608253237,0.633881302,0.959569616,NA,NA
FBgn0265551,1.12378729,0.806269528,0.640619252,1.258578361,NA,NA
FBgn0265574,1269.66576,-0.2630997,0.428973032,-0.61332457,0.539661751,0.739504492
FBgn0265575,14.8934673,-1.575734063,0.879126133,-1.792386785,0.07307103,0.214452402
FBgn0265576,0,NA,NA,NA,NA,NA
FBgn0265577,24.28063261,1.30152637,0.657006348,1.98099512,0.047591821,0.159378407
FBgn0265578,4.633897963,-0.839024078,0.776175349,-1.080972333,0.279709421,NA
FBgn0265579,22.44658712,-0.903150234,0.84622166,-1.067273832,0.285848201,0.518143332
FBgn0265580,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0265581,1.451679436,-0.037179953,0.642439837,-0.05787305,0.95384975,NA
FBgn0265582,1.008000058,-0.071502669,0.634706178,-0.112654755,0.910304273,NA
FBgn0265583,0,NA,NA,NA,NA,NA
